Temperatura (°C),Hidrogeno,pH,ORP,Conductividad,Metano 
19.06898438,3.4765625,2.5390625,1.0766602,1.4208984,3.4179688
19.1178125,3.0249023,2.5292969,1.0766602,1.4208984,2.7270508
19.16664063,1.9506836,2.536621,1.0742188,1.4208984,1.6479492
19.26429688,1.8139648,2.5341797,1.0742188,1.4208984,1.6162109
19.313125,1.9897461,2.5341797,1.0717773,1.4233398,1.7358398
19.41078125,2.5512695,2.5292969,1.0717773,1.4208984,2.2705078
19.65492188,3.4057617,2.5341797,1.0717773,1.4208984,3.2470703
19.75257813,3.696289,2.5317383,1.0717773,1.4233398,3.5644531
19.5084375,3.5913086,2.5317383,1.0742188,1.4208984,3.4277344
19.65492188,3.6401367,2.536621,1.0791016,1.4379883,3.5351562
19.70375,3.647461,2.536621,1.0766602,1.4208984,3.5742188
19.75257813,3.5913086,2.536621,1.0766602,1.4208984,3.527832
19.75257813,3.630371,2.5341797,1.0693359,1.4233398,3.569336
19.70375,3.6035156,2.536621,1.0742188,1.4208984,3.5424805
19.80140625,3.6083984,2.5292969,1.0742188,1.4208984,3.5595703
19.80140625,3.6450195,2.5341797,1.0742188,1.4233398,3.5888672
19.75257813,3.647461,2.5292969,1.0742188,1.4233398,3.5913086
19.75257813,3.6547852,2.5439453,1.0742188,1.4208984,3.6010742
19.8990625,3.6743164,2.5390625,1.0766602,1.418457,3.6083984
19.85023438,3.6791992,2.5390625,1.0766602,1.4233398,3.618164
19.80140625,3.684082,2.541504,1.0766602,1.4233398,3.6279297
19.8990625,3.6865234,2.536621,1.0742188,1.4208984,3.6376953
20.04554688,3.7158203,2.5390625,1.0766602,1.4233398,3.6376953
19.94789063,3.6914062,2.5390625,1.0766602,1.4208984,3.6425781
19.94789063,3.6865234,2.541504,1.0766602,1.4208984,3.635254
19.94789063,3.6914062,2.5390625,1.0766602,1.4208984,3.6425781
19.94789063,3.6865234,2.5463867,1.0791016,1.4208984,3.6376953
20.094375,3.6914062,2.5390625,1.0791016,1.4208984,3.6376953
20.04554688,3.6743164,2.536621,1.0791016,1.4208984,3.6279297
20.094375,3.7207031,2.536621,1.0766602,1.4208984,3.6401367
20.04554688,3.684082,2.536621,1.0791016,1.4208984,3.6376953
19.94789063,3.6914062,2.5341797,1.0791016,1.4208984,3.6450195
19.99671875,3.7109375,2.536621,1.0791016,1.4233398,3.6376953
20.04554688,3.6547852,2.5341797,1.081543,1.4233398,3.6035156
19.94789063,3.6572266,2.5463867,1.0791016,1.4208984,3.6083984
19.99671875,3.647461,2.5341797,1.081543,1.4208984,3.5791016
19.94789063,3.6376953,2.5390625,1.081543,1.4208984,3.5864258
19.8990625,3.6401367,2.5292969,1.081543,1.4208984,3.581543
19.8990625,3.647461,2.536621,1.0839844,1.4208984,3.5913086
19.85023438,3.6157227,2.5390625,1.0839844,1.4233398,3.5742188
19.85023438,3.6108398,2.5341797,1.0839844,1.418457,3.5717773
19.80140625,2.2949219,2.5341797,1.0864258,1.4208984,1.9628906
19.85023438,2.1240234,2.541504,1.0864258,1.4208984,1.8188477
19.75257813,2.5585938,2.5292969,1.0864258,1.4208984,2.2680664
19.80140625,3.3447266,2.541504,1.0864258,1.4208984,3.2080078
19.75257813,3.696289,2.541504,1.0864258,1.4208984,3.647461
19.80140625,3.6791992,2.5463867,1.0864258,1.4208984,3.6376953
19.75257813,3.6889648,2.5463867,1.0864258,1.4208984,3.6450195
19.80140625,3.737793,2.5463867,1.0864258,1.4208984,3.6938477
19.80140625,3.7329102,2.5439453,1.0864258,1.4233398,3.6938477
19.80140625,3.7329102,2.541504,1.0864258,1.4233398,3.6743164
19.75257813,3.7573242,2.5463867,1.0864258,1.4208984,3.7011719
19.80140625,3.791504,2.5488281,1.0839844,1.418457,3.7207031
19.8990625,3.7646484,2.5463867,1.0839844,1.4208984,3.7036133
20.04554688,3.6987305,2.5463867,1.0839844,1.4208984,3.635254
20.04554688,3.5864258,2.541504,1.0864258,1.4233398,3.5253906
20.14320313,3.6010742,2.541504,1.0864258,1.4208984,3.5473633
19.8990625,3.6157227,2.5390625,1.0864258,1.4233398,3.5546875
19.94789063,3.4545898,2.5390625,1.0839844,1.4208984,3.371582
20.094375,3.4960938,2.5390625,1.0839844,1.4208984,3.4301758
19.99671875,3.5620117,2.541504,1.0839844,1.4233398,3.5131836
20.04554688,3.5595703,2.536621,1.0864258,1.4233398,3.503418
20.094375,3.6547852,2.5341797,1.0864258,1.4208984,3.6157227
20.14320313,3.6694336,2.5292969,1.0864258,1.4208984,3.630371
20.19203125,3.6523438,2.541504,1.0864258,1.4208984,3.5766602
20.19203125,3.647461,2.5463867,1.0864258,1.4233398,3.6035156
20.24085938,3.630371,2.5317383,1.0839844,1.418457,3.59375
20.14320313,3.6450195,2.5317383,1.0791016,1.4208984,3.5913086
20.33851563,3.7182617,2.5341797,1.0864258,1.4208984,3.6621094
20.2896875,3.7011719,2.541504,1.0864258,1.4233398,3.6328125
20.33851563,3.6791992,2.5341797,1.0864258,1.4208984,3.6328125
20.33851563,3.6645508,2.5341797,1.0864258,1.4233398,3.6230469
20.24085938,3.6547852,2.5317383,1.0864258,1.4208984,3.6108398
20.33851563,3.6499023,2.5390625,1.0864258,1.4208984,3.6083984
20.43617188,3.5717773,2.5341797,1.0864258,1.4233398,3.540039
20.33851563,3.59375,2.5341797,1.0864258,1.4233398,3.5620117
20.43617188,3.5595703,2.5317383,1.0864258,1.4233398,3.5253906
20.53382813,3.569336,2.536621,1.0864258,1.4208984,3.5351562
20.53382813,3.5717773,2.5341797,1.0864258,1.4208984,3.540039
20.53382813,3.581543,2.5292969,1.0888672,1.4208984,3.5498047
20.485,3.5668945,2.5341797,1.0864258,1.4208984,3.5424805
20.43617188,3.5864258,2.5341797,1.0888672,1.4208984,3.5473633
20.43617188,3.5498047,2.536621,1.0913086,1.4208984,3.5205078
20.43617188,3.5473633,2.5341797,1.0888672,1.4208984,3.4985352
20.2896875,3.6108398,2.5341797,1.0888672,1.4208984,3.540039
20.485,3.5595703,2.5292969,1.0913086,1.4208984,3.5083008
20.485,3.5498047,2.541504,1.0913086,1.4233398,3.4887695
20.33851563,3.461914,2.5390625,1.09375,1.4208984,3.3935547
20.33851563,3.5131836,2.541504,1.0961914,1.4233398,3.4472656
20.19203125,3.4838867,2.5439453,1.0961914,1.4208984,3.4277344
20.19203125,2.7734375,2.553711,1.0961914,1.4233398,2.5268555
20.38734375,3.0981445,2.5488281,1.0961914,1.4208984,2.9199219
20.2896875,3.203125,2.5512695,1.0986328,1.4208984,3.0688477
20.24085938,3.4985352,2.5488281,1.0986328,1.4208984,3.4423828
20.14320313,3.5205078,2.553711,1.0986328,1.4208984,3.474121
20.094375,3.4716797,2.5463867,1.1010742,1.4233398,3.4204102
20.04554688,3.5229492,2.5488281,1.1010742,1.4208984,3.4716797
20.094375,3.5327148,2.541504,1.1010742,1.4208984,3.4838867
19.99671875,3.4960938,2.541504,1.1010742,1.4208984,3.4448242
19.94789063,3.5253906,2.5390625,1.1010742,1.4233398,3.474121
19.8990625,3.4106445,2.541504,1.1010742,1.4208984,3.3398438
19.8990625,3.4814453,2.5439453,1.1035156,1.4208984,3.4179688
19.80140625,3.474121,2.5463867,1.1010742,1.4208984,3.413086
19.75257813,3.4521484,2.5463867,1.1035156,1.4208984,3.3447266
19.75257813,3.5375977,2.553711,1.1035156,1.4208984,3.4399414
19.75257813,3.3935547,2.5439453,1.1010742,1.4233398,3.28125
19.70375,3.3105469,2.5439453,1.1035156,1.4208984,3.1323242
19.75257813,3.5131836,2.5463867,1.1010742,1.4208984,3.4326172
19.65492188,3.552246,2.5463867,1.1035156,1.4208984,3.4936523
19.80140625,3.4521484,2.5439453,1.1035156,1.4208984,3.3325195
19.65492188,3.4545898,2.5463867,1.0961914,1.4208984,3.3691406
19.80140625,3.5668945,2.5439453,1.0986328,1.4208984,3.5009766
19.85023438,3.5986328,2.5463867,1.0961914,1.4208984,3.515625
19.75257813,3.5888672,2.5341797,1.0888672,1.418457,3.5302734
19.8990625,3.6083984,2.5390625,1.081543,1.4233398,3.5449219
19.8990625,3.630371,2.541504,1.0668945,1.4208984,3.5668945
19.99671875,3.6669922,2.5585938,1.027832,1.4208984,3.5986328
20.19203125,3.6987305,2.5805664,0.98876953,1.4233398,3.630371
20.14320313,3.6987305,2.5854492,0.9814453,1.4208984,3.630371
20.14320313,3.6914062,2.5952148,0.9814453,1.4208984,3.635254
20.14320313,3.7280273,2.6000977,0.9838867,1.4208984,3.6572266
20.2896875,3.7231445,2.5976562,0.9863281,1.4208984,3.659668
20.24085938,3.7036133,2.5927734,0.98876953,1.4233398,3.6425781
20.2896875,3.7207031,2.5927734,0.99609375,1.4208984,3.647461
20.24085938,3.7280273,2.5878906,1.0058594,1.4257812,3.6401367
20.38734375,3.7011719,2.578125,1.0302734,1.4208984,3.6401367
20.33851563,3.7182617,2.5634766,1.0644531,1.4331055,3.6572266
20.33851563,3.7304688,2.5488281,1.0961914,1.4233398,3.6669922
20.53382813,3.7451172,2.5463867,1.105957,1.4208984,3.684082
20.38734375,3.7426758,2.5439453,1.105957,1.4233398,3.6767578
20.43617188,3.75,2.5439453,1.105957,1.4208984,3.6865234
20.38734375,3.762207,2.541504,1.105957,1.4208984,3.671875
20.38734375,3.5449219,2.541504,1.1035156,1.4208984,3.461914
20.43617188,3.659668,2.536621,1.1035156,1.4208984,3.5742188
20.485,3.6743164,2.5292969,1.0986328,1.4233398,3.5839844
20.53382813,3.6547852,2.5341797,1.1035156,1.4208984,3.5742188
20.33851563,3.6694336,2.5292969,1.1035156,1.4208984,3.59375
20.43617188,3.635254,2.5317383,1.1035156,1.4208984,3.5595703
20.43617188,3.6572266,2.5341797,1.1035156,1.4208984,3.5791016
20.38734375,3.6523438,2.5341797,1.1035156,1.4208984,3.581543
20.43617188,3.6254883,2.5341797,1.105957,1.4208984,3.5498047
20.33851563,3.5424805,2.5317383,1.105957,1.4208984,3.4643555
20.14320313,3.5742188,2.5341797,1.105957,1.4208984,3.5205078
20.33851563,3.6108398,2.5292969,1.105957,1.4208984,3.5546875
20.19203125,2.3144531,2.5341797,1.1035156,1.4208984,2.03125
20.24085938,2.145996,2.536621,1.105957,1.4233398,1.862793
20.33851563,2.4707031,2.524414,1.1035156,1.4208984,2.199707
20.53382813,3.2495117,2.5292969,1.1035156,1.4208984,3.1201172
20.33851563,3.647461,2.5292969,1.105957,1.4208984,3.618164
20.33851563,3.671875,2.5341797,1.105957,1.4208984,3.6035156
20.24085938,3.5888672,2.5292969,1.105957,1.4208984,3.5058594
20.33851563,3.605957,2.5317383,1.105957,1.4233398,3.5107422
20.485,3.6010742,2.5341797,1.1035156,1.4233398,3.557129
20.53382813,3.605957,2.536621,1.105957,1.4233398,3.5742188
20.33851563,3.6425781,2.5390625,1.1083984,1.4208984,3.5913086
20.38734375,3.6132812,2.5317383,1.1083984,1.4208984,3.5595703
20.485,3.618164,2.5341797,1.1108398,1.4208984,3.5595703
20.43617188,3.6425781,2.5341797,1.105957,1.4208984,3.5864258
20.53382813,3.6132812,2.5341797,1.105957,1.4233398,3.552246
20.53382813,3.6499023,2.5341797,1.105957,1.4233398,3.5986328
20.63148438,3.6328125,2.5292969,1.105957,1.4208984,3.5791016
20.53382813,3.6547852,2.5292969,1.105957,1.4208984,3.5986328
20.6803125,3.6499023,2.5317383,1.105957,1.4233398,3.6035156
20.53382813,3.659668,2.536621,1.105957,1.4233398,3.6108398
20.63148438,3.6401367,2.5317383,1.105957,1.4208984,3.4106445
20.72914063,3.605957,2.5341797,1.105957,1.4208984,3.5498047
20.6803125,3.6694336,2.5341797,1.105957,1.4233398,3.6279297
20.77796875,3.6865234,2.5268555,1.105957,1.4208984,3.630371
20.875625,3.6987305,2.5219727,1.105957,1.4208984,3.6572266
20.92445313,3.7060547,2.5317383,1.105957,1.4208984,3.6547852
20.82679688,3.7182617,2.5292969,1.1108398,1.4086914,3.659668
20.97328125,3.7207031,2.5341797,1.1083984,1.4208984,3.671875
20.72914063,3.7280273,2.5268555,1.1083984,1.4208984,3.684082
20.875625,3.7231445,2.5292969,1.1083984,1.4208984,3.6694336
20.92445313,3.725586,2.5292969,1.1108398,1.4233398,3.6767578
20.77796875,3.7231445,2.5292969,1.1083984,1.4208984,3.671875
20.97328125,3.7304688,2.536621,1.1108398,1.4208984,3.6791992
20.82679688,3.7158203,2.5292969,1.1108398,1.4233398,3.6645508
20.82679688,3.7182617,2.5292969,1.1108398,1.4233398,3.6645508
20.875625,3.6669922,2.5292969,1.1132812,1.4233398,3.618164
20.82679688,3.671875,2.5292969,1.1132812,1.4208984,3.6279297
20.92445313,3.6694336,2.524414,1.1132812,1.4208984,3.6230469
20.6803125,3.659668,2.5292969,1.1157227,1.4208984,3.6254883
20.72914063,3.635254,2.5341797,1.1157227,1.4208984,3.6010742
20.72914063,3.635254,2.5292969,1.1157227,1.4208984,3.605957
20.72914063,3.6743164,2.5292969,1.1157227,1.4208984,3.6279297
20.63148438,3.618164,2.5317383,1.1157227,1.4208984,3.581543
20.72914063,3.605957,2.5317383,1.1157227,1.4208984,3.5791016
20.63148438,3.569336,2.5292969,1.1181641,1.4208984,3.5595703
20.6803125,3.6279297,2.5292969,1.1206055,1.4208984,3.59375
20.43617188,3.6157227,2.5268555,1.1206055,1.4208984,3.5839844
20.53382813,3.6083984,2.536621,1.1181641,1.4208984,3.5839844
20.43617188,3.6572266,2.5292969,1.1230469,1.4208984,3.6083984
20.38734375,3.6254883,2.5292969,1.1254883,1.4208984,3.59375
20.38734375,3.6157227,2.5292969,1.1328125,1.418457,3.5791016
20.19203125,3.5913086,2.5292969,1.1254883,1.4208984,3.5668945
20.2896875,3.6669922,2.5292969,1.1254883,1.4208984,3.6230469
20.14320313,3.6254883,2.5317383,1.1254883,1.4208984,3.5791016
20.19203125,3.5644531,2.5292969,1.1254883,1.4208984,3.515625
20.14320313,3.5839844,2.5268555,1.1254883,1.4233398,3.5229492
19.94789063,3.5449219,2.5292969,1.1279297,1.4208984,3.4960938
20.094375,3.3398438,2.5268555,1.1279297,1.4208984,3.2104492
20.04554688,3.5180664,2.5292969,1.1303711,1.4233398,3.4057617
19.99671875,3.5668945,2.5292969,1.1279297,1.4208984,3.5229492
20.04554688,3.6010742,2.536621,1.1279297,1.4233398,3.515625
20.14320313,0.23925781,2.5341797,1.1254883,1.4208984,0.20751953
20.33851563,0.30029297,2.5390625,1.1279297,1.4233398,0.25146484
20.33851563,0.32958984,2.5341797,1.1279297,1.4208984,0.28076172
20.2896875,0.36376953,2.5341797,1.1279297,1.4208984,0.29785156
20.33851563,0.3881836,2.5390625,1.1328125,1.4233398,0.30517578
20.2896875,0.41748047,2.5341797,1.1279297,1.4208984,0.3076172
20.38734375,0.44921875,2.5341797,1.1254883,1.4233398,0.3125
20.53382813,0.5078125,2.536621,1.1279297,1.4233398,0.32470703
20.53382813,0.60546875,2.5292969,1.1279297,1.4208984,0.3564453
20.53382813,2.2021484,2.5341797,1.1279297,1.4208984,1.6088867
20.63148438,2.3608398,2.5341797,1.1279297,1.4233398,2.0922852
20.6803125,2.3754883,2.541504,1.1303711,1.4208984,2.199707
20.77796875,2.4121094,2.5341797,1.1303711,1.4233398,2.2387695
20.72914063,2.65625,2.5390625,1.1303711,1.4208984,2.4121094
20.875625,3.4936523,2.541504,1.1303711,1.4208984,3.2202148
20.82679688,3.786621,2.5390625,1.1303711,1.4233398,3.6523438
20.82679688,3.840332,2.5390625,1.1328125,1.4208984,3.6767578
20.82679688,3.8598633,2.536621,1.1328125,1.4208984,3.725586
20.77796875,3.8110352,2.536621,1.1328125,1.4233398,3.7060547
20.875625,3.8208008,2.536621,1.1352539,1.4208984,3.7280273
20.92445313,3.815918,2.5170898,1.1352539,1.4208984,3.7329102
20.92445313,3.8134766,2.5317383,1.1352539,1.4208984,3.7280273
20.92445313,3.8232422,2.5292969,1.1352539,1.4208984,3.737793
20.82679688,3.7988281,2.5292969,1.1352539,1.4208984,3.7207031
20.92445313,3.7939453,2.5268555,1.1352539,1.4208984,3.7158203
20.92445313,3.791504,2.5292969,1.1376953,1.4208984,3.7158203
20.77796875,3.7646484,2.5390625,1.1401367,1.4208984,3.6816406
20.72914063,3.7548828,2.536621,1.1401367,1.4208984,3.6767578
20.82679688,3.7451172,2.5317383,1.1425781,1.4208984,3.671875
20.72914063,3.7573242,2.5292969,1.1523438,1.4257812,3.6767578
20.58265625,3.7353516,2.5341797,1.1425781,1.4233398,3.6621094
20.58265625,3.725586,2.5317383,1.1450195,1.4208984,3.647461
20.6803125,3.7402344,2.5268555,1.1450195,1.4208984,3.6645508
20.58265625,3.7451172,2.5268555,1.1474609,1.4208984,3.6425781
20.58265625,3.7280273,2.5268555,1.1499023,1.4208984,3.6523438
20.53382813,3.7353516,2.5292969,1.1499023,1.4208984,3.6621094
20.43617188,3.7402344,2.5268555,1.1523438,1.4233398,3.6694336
20.33851563,3.7280273,2.524414,1.1523438,1.4233398,3.6499023
20.43617188,3.7426758,2.5268555,1.1523438,1.4233398,3.6669922
20.43617188,3.7060547,2.5292969,1.1523438,1.418457,3.6376953
20.33851563,3.7402344,2.5268555,1.1499023,1.4208984,3.659668
20.43617188,3.75,2.5292969,1.1523438,1.4208984,3.671875
20.38734375,3.7182617,2.524414,1.1547852,1.4233398,3.6425781
20.24085938,3.7329102,2.5268555,1.1547852,1.4208984,3.6572266
20.094375,2.072754,2.524414,1.1547852,1.4208984,1.6601562
19.94789063,2.1020508,2.536621,1.1547852,1.4233398,1.7260742
20.14320313,2.7954102,2.5268555,1.1547852,1.4208984,2.4511719
20.04554688,3.6328125,2.5268555,1.1547852,1.4208984,3.540039
20.04554688,3.7768555,2.5219727,1.1547852,1.4233398,3.7036133
20.04554688,3.786621,2.5268555,1.1572266,1.4233398,3.7182617
20.04554688,3.7792969,2.524414,1.1572266,1.4233398,3.7158203
20.094375,3.786621,2.5292969,1.1572266,1.4233398,3.7207031
20.14320313,3.7646484,2.5268555,1.1572266,1.4208984,3.696289
20.14320313,3.75,2.5195312,1.1547852,1.418457,3.6865234
20.24085938,3.7597656,2.5268555,1.1572266,1.4208984,3.6865234
20.14320313,3.7548828,2.5219727,1.1547852,1.4208984,3.6865234
20.24085938,3.7475586,2.5268555,1.1572266,1.4208984,3.6767578
20.2896875,3.7988281,2.5195312,1.1572266,1.4208984,3.7109375
20.19203125,3.7670898,2.5170898,1.1572266,1.4233398,3.684082
20.43617188,3.7353516,2.5219727,1.1572266,1.4208984,3.6621094
20.33851563,3.7524414,2.524414,1.159668,1.4208984,3.6791992
20.43617188,3.7475586,2.5219727,1.159668,1.418457,3.671875
20.53382813,3.7475586,2.5268555,1.159668,1.4208984,3.671875
20.43617188,3.7402344,2.5195312,1.159668,1.4208984,3.6645508
20.38734375,3.708496,2.5268555,1.159668,1.4208984,3.6376953
20.53382813,3.7304688,2.5292969,1.159668,1.4233398,3.6547852
20.43617188,3.7280273,2.5219727,1.159668,1.4208984,3.6523438
20.485,3.6767578,2.5292969,1.159668,1.4208984,3.6083984
20.38734375,3.7011719,2.5292969,1.159668,1.4208984,3.6254883
20.485,3.6987305,2.5317383,1.1547852,1.4208984,3.6279297
20.53382813,3.6450195,2.5317383,1.1547852,1.4208984,3.5791016
20.53382813,3.6938477,2.5317383,1.1523438,1.4208984,3.6157227
20.53382813,3.6645508,2.524414,1.1547852,1.4208984,3.5913086
20.53382813,3.6767578,2.5292969,1.1547852,1.4208984,3.5913086
20.33851563,3.6499023,2.5317383,1.1547852,1.4208984,3.5742188
20.485,3.6035156,2.5292969,1.1523438,1.4208984,3.5351562
20.38734375,3.5449219,2.5341797,1.1547852,1.4208984,3.474121
20.38734375,3.5791016,2.5292969,1.1547852,1.4208984,3.5107422
20.33851563,3.581543,2.5317383,1.1572266,1.4208984,3.5180664
20.33851563,3.5229492,2.5292969,1.159668,1.4160156,3.461914
20.2896875,3.6108398,2.5292969,1.1621094,1.4233398,3.5375977
20.33851563,2.5854492,2.5219727,1.1621094,1.4233398,2.2216797
20.19203125,3.1811523,2.5292969,1.1645508,1.4233398,2.9614258
20.19203125,3.6010742,2.5292969,1.1694336,1.4208984,3.5205078
20.14320313,3.6376953,2.5268555,1.1669922,1.4233398,3.5620117
20.094375,3.6450195,2.5292969,1.1645508,1.4208984,3.5620117
20.094375,3.6376953,2.5292969,1.1645508,1.4208984,3.5620117
20.14320313,3.6499023,2.5219727,1.1669922,1.4208984,3.5766602
20.094375,3.6572266,2.524414,1.1694336,1.4208984,3.569336
20.094375,3.6328125,2.5292969,1.1669922,1.4208984,3.5668945
19.99671875,3.635254,2.5195312,1.171875,1.4208984,3.569336
20.04554688,3.5961914,2.5195312,1.1694336,1.4208984,3.5375977
20.04554688,3.5864258,2.5219727,1.1694336,1.4233398,3.5205078
20.094375,3.59375,2.5195312,1.1694336,1.4208984,3.5327148
20.04554688,3.581543,2.5195312,1.171875,1.4208984,3.5107422
20.04554688,3.59375,2.524414,1.1743164,1.4208984,3.527832
20.04554688,3.5742188,2.5292969,1.171875,1.4208984,3.515625
19.99671875,3.569336,2.5292969,1.1694336,1.4233398,3.5058594
19.99671875,3.5083008,2.5317383,1.1743164,1.4233398,3.4106445
20.19203125,3.5302734,2.5341797,1.1669922,1.4233398,3.4594727
19.94789063,3.5375977,2.5292969,1.1621094,1.4233398,3.4692383
20.19203125,3.5668945,2.5268555,1.1694336,1.4208984,3.4887695
20.19203125,3.5717773,2.5292969,1.1694336,1.4233398,3.5058594
20.24085938,3.5913086,2.5268555,1.1694336,1.4208984,3.527832
20.04554688,3.5913086,2.5341797,1.1645508,1.4208984,3.5351562
20.2896875,3.5791016,2.536621,1.159668,1.4208984,3.5253906
20.33851563,3.605957,2.5341797,1.1621094,1.4208984,3.5473633
20.53382813,3.5913086,2.5341797,1.1621094,1.4208984,3.5375977
20.38734375,3.5766602,2.5341797,1.1621094,1.4233398,3.5253906
20.53382813,3.5961914,2.536621,1.1645508,1.4257812,3.540039
20.53382813,3.5742188,2.536621,1.1645508,1.4257812,3.5229492
20.58265625,3.59375,2.5317383,1.1645508,1.4208984,3.5375977
20.485,3.5888672,2.5292969,1.1669922,1.4208984,3.5327148
20.6803125,3.5742188,2.5292969,1.1694336,1.4208984,3.5205078
20.53382813,3.5839844,2.524414,1.1694336,1.4208984,3.5205078
20.58265625,3.5839844,2.5292969,1.1645508,1.4208984,3.5205078
20.6803125,3.5839844,2.5341797,1.1621094,1.4233398,3.5302734
20.58265625,3.5620117,2.5390625,1.1645508,1.418457,3.5107422
20.58265625,3.6010742,2.536621,1.1621094,1.4208984,3.503418
20.72914063,3.5864258,2.536621,1.1572266,1.4208984,3.5351562
20.53382813,3.5766602,2.5341797,1.1572266,1.4208984,3.4887695
20.53382813,3.527832,2.541504,1.1547852,1.4208984,3.4716797
20.58265625,3.5180664,2.5390625,1.1547852,1.4208984,3.4521484
20.38734375,3.5131836,2.5390625,1.1499023,1.4208984,3.4570312
20.53382813,3.5131836,2.5390625,1.1499023,1.4208984,3.4521484
20.53382813,3.5668945,2.536621,1.1450195,1.4233398,3.503418
20.38734375,3.5327148,2.541504,1.1450195,1.4233398,3.4765625
20.33851563,3.5791016,2.5488281,1.1425781,1.4233398,3.5083008
20.43617188,3.581543,2.541504,1.1450195,1.4233398,3.5180664
20.24085938,3.5302734,2.541504,1.1499023,1.4233398,3.4716797
20.2896875,3.5595703,2.5585938,1.1474609,1.4208984,3.4838867
20.33851563,3.6206055,2.5390625,1.1450195,1.4208984,3.515625
